name,code_region,code,address_line_1,address_line_2,postal_code,city,country,full_address,latitude,longitude
Abbeville,GPVL,PVL01881,47 rue Du Maréchal Foch,,80100,Abbeville,FR,47 rue Du Maréchal Foch 80100 Abbeville,50.104703,1.835708
Agde,GMED,GSU85643,2 rue Grand Cap,Zac Les Cayrets,34300,Agde,FR,2 rue Grand Cap 34300 Agde,43.299242,3.477839
Agen,GCA,GCA03236,235 avenue du Général Leclerc,,47000,Agen,FR,235 avenue du Général Leclerc 47000 Agen,44.181519,0.623182
Ahun,GOC,GOC87038,place Couderc,,23150,Ahun,FR,place Couderc 23150 Ahun,46.086916,2.045715
Aignan,GOC,GOC89049,8 place Colonel Parisot,,32290,Aignan,FR,8 place Colonel Parisot 32290 Aignan,43.697709,0.083669
Aignay Le Duc,GGE,GGE02101,rue De La Planchotte,,21510,Aignay Le Duc,FR,rue De La Planchotte 21510 Aignay Le Duc,47.666893,4.731497
Aigre,GCA,GCA03100,31 Grand'Rue,,16140,Aigre,FR,31 Grand'Rue 16140 Aigre,45.925046,0.014914
Aigrefeuille,GLB,LBR46002,1 rue Des Merisiers,,44140,Aigrefeuille Sur Maine,FR,1 rue Des Merisiers 44140 Aigrefeuille Sur Maine,47.078337,-1.40502
Aigues Mortes,GMED,GSU85468,"1121, route de Nîmes",La Malmousque,30220,Aigues Mortes,FR,"1121, route de Nîmes 30220 Aigues Mortes",43.57755,4.198735
Aigurande,GCA,GCA03402,4 rue De La Marche,,36140,Aigurande,FR,4 rue De La Marche 36140 Aigurande,46.433589,1.826319
Ailly Sur Noye,GPVL,PVL01882,8 rue Du Docteur Binant,,80250,Ailly Sur Noye,FR,8 rue Du Docteur Binant 80250 Ailly Sur Noye,49.756684,2.361519
Airaines,GPVL,PVL01883,11 place Du 53Ème R.I.C.M.S,,80270,Airaines,FR,11 place Du 53Ème R.I.C.M.S 80270 Airaines,49.966758,1.941443
Aire sur Adour,GOC,GOC90114,15 rue Gambetta,,40800,Aire Sur L Adour,FR,15 rue Gambetta 40800 Aire Sur L Adour,43.700543,-0.262656
Aire-sur-la-Lys,GNE,GNE78165,5 rue Notre Dame,,62120,Aire Sur La Lys,FR,5 rue Notre Dame 62120 Aire Sur La Lys,50.638775,2.394208
Airvault,GCA,GCA03245,2 faubourg Des Cyprès,Bâtiment 1,79600,Airvault,FR,2 faubourg Des Cyprès 79600 Airvault,46.825317,-0.14204
Aix Mirabeau,GMED,GSU06661,23 cours Mirabeau,,13100,Aix En Provence,FR,23 cours Mirabeau 13100 Aix En Provence,43.526854,5.448178
Aix Sextius,GMED,GSU06446,avenue Max Juvenal,Les Terrasses De Sextius,13100,Aix En Provence,FR,avenue Max Juvenal 13100 Aix En Provence,43.52619,5.439187
Aix-en-Othe,GNE,GNE72134,4 rue Des Vannes,,10160,Aix en Othe,FR,4 rue Des Vannes 10160 Aix en Othe,48.222231,3.731702
Aixe sur Vienne,GCA,GCA03311,34 rue Du Président Wilson,,87700,Aixe Sur Vienne,FR,34 rue Du Président Wilson 87700 Aixe Sur Vienne,45.796924,1.137856
Aizenay,GCA,GCA03263,25 rue Du Maréchal Foch,,85190,Aizenay,FR,25 rue Du Maréchal Foch 85190 Aizenay,46.738948,-1.609901
Ajaccio,GMED,GSU06284,route D'Alata,Rocade Paludes,20090,Ajaccio BP 924,FR,route D'Alata 20090 Ajaccio BP 924,41.934617,8.736708
Alban,GOC,GOC94006,5 place des Tilleuls,,81250,Alban,FR,5 place des Tilleuls 81250 Alban,43.888449,2.461032
Albert,GPVL,PVL01884,7 rue Lamarck,,80300,Albert,FR,7 rue Lamarck 80300 Albert,50.002718,2.650925
Albi Jaurès,GOC,GOC94106,48 place Jean Jaurès,,81000,Albi,FR,48 place Jean Jaurès 81000 Albi,43.924938,2.148873
Alencon,GCM,GCM01040,109-111 rue D'Argentan,,61000,Alencon,FR,109-111 rue D'Argentan 61000 Alencon,48.43953,0.087162
Alencon Ville,GCM,GCM01103,1 rue St Blaise,,61000,Alencon,FR,1 rue St Blaise 61000 Alencon,48.431202,0.089835
Aleria,GMED,GSU06285,120 Via Santa Laurina,Résidence La Vallée Bât A,20270,Aleria,FR,120 Via Santa Laurina 20270 Aleria,42.112958,9.512338
Alès,GMED,GSU86771,1655 chemin De Tréspeaux,,30100,Ales,FR,1655 chemin De Tréspeaux 30100 Ales,44.116962,4.108957
Allaire,GLB,LBR58001,6 rue De La Liberation,,56350,Allaire,FR,6 rue De La Liberation 56350 Allaire,47.637395,-2.164738
Allanche,GOC,GOC85172,Grande Rue,,15160,Allanche,FR,Grande Rue 15160 Allanche,45.235195,2.98239
Allassac,GOC,GOC86003,avenue Jean Cariven,,19240,Allassac,FR,avenue Jean Cariven 19240 Allassac,45.258206,1.475515
Allonnes,GLB,LBR51645,117 rue Albert Pottier,,49650,Allonnes,FR,117 rue Albert Pottier 49650 Allonnes,47.292959,0.024711
Altkirch,GGE,GGE10099,6A rue De Givet,,68130,Altkirch,FR,6A rue De Givet 68130 Altkirch,47.625328,7.241143
Alzonne,GMED,GSU85325,26 avenue Antoine Courriere,,11170,Alzonne,FR,26 avenue Antoine Courriere 11170 Alzonne,43.25438,2.17476
Ambazac,GCA,GCA03312,place Du 19 Mars 1962,,87240,Ambazac,FR,place Du 19 Mars 1962 87240 Ambazac,45.95888137817380,1.399869441986080
Amboise,GPVL,PVL01110,7 rue Voltaire,,37400,Amboise,FR,7 rue Voltaire 37400 Amboise,47.411722,0.98172
Ambrieres Les Vallees,GCM,GCM01105,1 place Du Marché,,53300,Ambrieres Les Vallees,FR,1 place Du Marché 53300 Ambrieres Les Vallees,48.40211,-0.629707
Amiens Centre Ville,GPVL,PVL01819,2 rue Des Jacobins,,80000,Amiens,FR,2 rue Des Jacobins 80000 Amiens,49.892434,2.297419
Amiens Croix Rompue,GPVL,PVL01885,31 rue Alexandre Dumas,,80090,Amiens,FR,31 rue Alexandre Dumas 80090 Amiens,49.870873,2.303559
Amiens Jules Barni,GPVL,PVL01820,134 rue Jules Barni,,80000,Amiens,FR,134 rue Jules Barni 80000 Amiens,49.886419,2.317134
Ancenis,GLB,LBR46003,boulevard Du Dr Moutel,Centre Commercial Des Arcades,44150,Ancenis,FR,boulevard Du Dr Moutel 44150 Ancenis,47.371535,-1.175615
Anduze,GMED,GSU85473,1 rue Neuve,,30140,Anduze,FR,1 rue Neuve 30140 Anduze,44.053795,3.985322
Angers Foch,GLB,LBR51009,11 boulevard Foch,,49100,Angers,FR,11 boulevard Foch 49100 Angers,47.468972,-0.549372
Angers Grand Maine,GLB,LBR51711,2 allée Du Grand Launay,,49000,Angers,FR,2 allée Du Grand Launay 49000 Angers,47.468338,-0.593419
Angers La Fayette,GLB,LBR51611,16 place La Fayette,,49000,Angers,FR,16 place La Fayette 49000 Angers,47.462162,-0.554266
Angers St Lazare,GLB,LBR51007,4 rue Saint Lazare,,49100,Angers,FR,4 rue Saint Lazare 49100 Angers,47.479102,-0.565242
Anglet,GOC,GOC92072,51 avenue De Bayonne,,64600,Anglet,FR,51 avenue De Bayonne 64600 Anglet,43.482621,-1.505916
Angouleme Saint Antoine,GCA,GCA03101,18 rue Saint Antoine,,16000,Angouleme,FR,18 rue Saint Antoine 16000 Angouleme,45.660755,0.162892
Angouleme Soyaux,GCA,GCA03102,64-66 rue Du Général De Gaulle,,16800,Soyaux,FR,64-66 rue Du Général De Gaulle 16800 Soyaux,45.643304,0.186122
Anneyron,GMED,GSU85860,13 place Rambaud,,26140,Anneyron,FR,13 place Rambaud 26140 Anneyron,45.27163,4.887508
Annonay-Davézieux,GMED,GSU86061,931 route De Lyon,,7430,Davezieux,FR,931 route De Lyon 07430 Davezieux,45.255531,4.693769
Antibes,GMED,GSU06215,4 bis avenue Des Frères Olivier,,6600,Antibes,FR,4 bis avenue Des Frères Olivier 06600 Antibes,43.579774,7.12019
Antony,GPVL,PVL01729,29 bis rue Auguste Mounie,,92160,Antony,FR,29 bis rue Auguste Mounie 92160 Antony,48.753661,2.301476
Apt,GMED,GSU85211,183 cours Lauze De Perret,,84400,Apt,FR,183 cours Lauze De Perret 84400 Apt,43.87521,5.39927
Arbois,GGE,GGE03901,56 Grande Rue,,39600,Arbois,FR,56 Grande Rue 39600 Arbois,46.903722,5.772512
Archiac,GCA,GCA03121,30 rue Agrippa D'Aubigne,,17520,Archiac,FR,30 rue Agrippa D'Aubigne 17520 Archiac,45.521236,-0.303317
Ardentes,GCA,GCA03211,5 rue De La République,,36120,Ardentes,FR,5 rue De La République 36120 Ardentes,46.742531,1.831482
Ardres,GNE,GNE78167,24 place Saint Just,,62610,Ardres,FR,24 place Saint Just 62610 Ardres,50.854253,1.977821
Ares,GCA,GCA03177,7 avenue De Bordeaux,,33740,Ares,FR,7 avenue De Bordeaux 33740 Ares,44.768079,-1.138914
Argelès Gazost,GOC,GOC93036,4 avenue Charles De Gaulle,Résidence Floralies,65400,Argeles Gazost,FR,4 avenue Charles De Gaulle 65400 Argeles Gazost,43.001103,-0.098886
Argelès Sur Mer,GMED,GSU86218,22 chemin De Palau Del Vidre,,66700,Argeles Sur Mer,FR,22 chemin De Palau Del Vidre 66700 Argeles Sur Mer,42.555137,3.011409
Argences,GCM,GCM00143,4 Boulevard Delean,,14370,Argences,FR,4 Boulevard Delean 14370 Argences,49.127012,-0.164741
Argentan,GCM,GCM01041,6 rue Eugène Denis,,61200,Argentan,FR,6 rue Eugène Denis 61200 Argentan,48.744085,-0.019817
Argentat,GOC,GOC86099,1 bis avenue Henri IV,,19400,Argentat Sur Dordogne,FR,1 bis avenue Henri IV 19400 Argentat Sur Dordogne,45.09368,1.937986
Argenton Sur Creuse,GCA,GCA03212,1 rue Gambetta,,36200,Argenton Sur Creuse,FR,1 rue Gambetta 36200 Argenton Sur Creuse,46.588964,1.518877
Argentre Du Plessis,GLB,LBR37006,8 rue Alain D Argentre,,35370,Argentre Du Plessis,FR,8 rue Alain D Argentre 35370 Argentre Du Plessis,48.056917,-1.150607
Arles,GMED,GSU06229,Allée Colonel Arnaud Beltrame,Shopping promenade ,13200,Arles,FR,Allée Colonel Arnaud Beltrame 13200 Arles,45.124219,0.889345
Armentières,GNE,GNE76146,71 rue De Dunkerque,,59280,Armentieres,FR,71 rue De Dunkerque 59280 Armentieres,50.689047,2.879936
Arnay Le Duc,GGE,GGE02102,14 rue Saint Honoré,,21230,Arnay Le Duc,FR,14 rue Saint Honoré 21230 Arnay Le Duc,47.130021,4.485912
Arpajon,GOC,GOC85155,7 avenue Du Général Leclerc,,15130,Arpajon Sur Cere,FR,7 avenue Du Général Leclerc 15130 Arpajon Sur Cere,44.900773,2.459714
Arpajon,GPVL,PVL01722,83 Grande Rue,,91290,Arpajon,FR,83 Grande Rue 91290 Arpajon,48.588681,2.248483
Arras,GNE,GNE78222,22 boulevard Carnot,,62000,Arras,FR,22 boulevard Carnot 62000 Arras,50.287337,2.77458
Arreau,GOC,GOC93004,1 quai De La Neste,,65240,Arreau,FR,1 quai De La Neste 65240 Arreau,42.905425,0.358085
Artenay,GPVL,PVL01350,16 mail Nord,,45410,Artenay,FR,16 mail Nord 45410 Artenay,48.083756,1.879734
Artix,GOC,GOC92124,915 avenue De La République,,64170,Artix,FR,915 avenue De La République 64170 Artix,43.396672,-0.572578
Arudy,GOC,GOC92028,avenue Des Pyrénées,,64260,Arudy,FR,avenue Des Pyrénées 64260 Arudy,43.103097,-0.428786
Arzacq,GOC,GOC92120,41 place De La République,,64410,Arzacq Arraziguet,FR,41 place De La République 64410 Arzacq Arraziguet,43.536047,-0.413125
ASM,GRAA,GRA31926,107 Avenue de la République,parvis du stade Marcel Michelin,63000,Clermont Ferrand,FR,107 Avenue de la République 63000 Clermont Ferrand,45.788188,3.106885
Aspet,GOC,GOC88040,place De La République,,31160,Aspet,FR,place De La République 31160 Aspet,43.015136,0.803904
Aubagne,GMED,GSU06270,17 avenue Des Goums,,13400,Aubagne,FR,17 avenue Des Goums 13400 Aubagne,43.29267,5.56375
Aubenas,GMED,GSU86344,57 boulevard Maréchal Leclerc,Rond-Point De La Gare,7200,Aubenas,FR,57 boulevard Maréchal Leclerc 07200 Aubenas,44.610809,4.389894
Aubusson,GOC,GOC87055,19 rue des fusillés,,23200,Aubusson,FR,19 rue des fusillés 23200 Aubusson,45.957282,2.174287
Aucamville,GOC,GOC88050,101 bis route De Fronton,,31140,Aucamville,FR,101 bis route De Fronton 31140 Aucamville,43.667577,1.429107
Auch,GOC,GOC89012,21 avenue De La Marne,,32000,Auch,FR,21 avenue De La Marne 32000 Auch,43.648874,0.595123
Audierne Le Cap,GLB,LBR31003,4 B place De La Republique,,29770,Audierne,FR,4 B place De La Republique 29770 Audierne,48.022979,-4.539351
Audincourt,GGE,GGE02536,27 avenue Aristide Briand,,25400,Audincourt,FR,27 avenue Aristide Briand 25400 Audincourt,47.482211,6.84275
Audun Le Roman,GGE,GGE05401,2 rue Lucien Michel,,54560,Audun Le Roman,FR,2 rue Lucien Michel 54560 Audun Le Roman,49.3702,5.896224
Auffay - Val de Scie,GCM,GCM00188,3 Rue Victor Hugo,Auffay,76720,Val de Scie,FR,3 Rue Victor Hugo 76720 Val de Scie,49.719133,1.100642
Aulnay,GCA,GCA03122,15 place Aristide Briand,,17470,Aulnay,FR,15 place Aristide Briand 17470 Aulnay,46.020962,-0.346719
Aumale,GCM,GCM00196,7 rue De Birmandeis,,76390,Aumale,FR,7 rue De Birmandeis 76390 Aumale,49.767924,1.753245
Aumetz,GGE,GGE05701,1 rue Saint Martin,,57710,Aumetz,FR,1 rue Saint Martin 57710 Aumetz,49.416785,5.940798
Auneau,GCM,GCM01125,48 place Du Marché,,28700,Auneau Bleury Saint Symphorien,FR,48 place Du Marché 28700 Auneau Bleury Saint Symphorien,48.461782,1.773783
Aups,GMED,GSU06294,5 avenue Georges Clémenceau,,83630,Aups,FR,5 avenue Georges Clémenceau 83630 Aups,43.626299,6.223717
Auray,GLB,LBR58046,60 rue Georges Clemenceau,,56400,Auray,FR,60 rue Georges Clemenceau 56400 Auray,47.669343,-2.987737
Aurignac,GOC,GOC88061,avenue De Boulogne,,31420,Aurignac,FR,avenue De Boulogne 31420 Aurignac,43.219827,0.877297
Aurillac,GOC,GOC85149,11 avenue Gambetta,,15000,Aurillac,FR,11 avenue Gambetta 15000 Aurillac,44.927668,2.445384
Auterive,GOC,GOC88065,2 rue Etienne Billières,,31190,Auterive,FR,2 rue Etienne Billières 31190 Auterive,43.351778,1.473037
Auxerre,GPVL,PVL01432,5 rue Paul Henri Spaak,,89000,Auxerre,FR,5 rue Paul Henri Spaak 89000 Auxerre,47.81478,3.564296
Auxi-le-Château,GNE,GNE78184,15 place De L'Hôtel De Ville,,62390,Auxi Le Chateau,FR,15 place De L'Hôtel De Ville 62390 Auxi Le Chateau,50.231349,2.117101
Auxonne,GGE,GGE02103,11 rue Thiers,,21130,Auxonne,FR,11 rue Thiers 21130 Auxonne,47.194006,5.384338
Auzances,GOC,GOC87056,2 rue Saint-Jacques,,23700,Auzances,FR,2 rue Saint-Jacques 23700 Auzances,46.025518,2.50115
Availles Limouzine,GCA,GCA03287,5 place De La Mairie,,86460,Availles Limouzine,FR,5 place De La Mairie 86460 Availles Limouzine,46.120577,0.657218
Avallon,GPVL,PVL01451,12 place Vauban,,89200,Avallon,FR,12 place Vauban 89200 Avallon,47.489637,3.908783
Avesnes-le-Comte,GNE,GNE78122,41 rue Mitterrand,,62810,Avesnes Le Comte,FR,41 rue Mitterrand 62810 Avesnes Le Comte,50.278555,2.534539
Aveyronnais de Paris,GOC,GOC84286,38 rue Gabriel Lamé,,75012,Paris ,FR,38 rue Gabriel Lamé 75012 Paris,48.834813,2.386193
Avignon Nord,GMED,GSU85282,83 route De Lyon,,84000,Avignon,FR,83 route De Lyon 84000 Avignon,43.953416,4.833151
Avignon République,GMED,GSU85284,25 rue De La République,,84000,Avignon,FR,25 rue De La République 84000 Avignon,43.94644,4.805776
Avranches,GCM,GCM00697,15 rue Du Général De Gaulle,,50300,Avranches,FR,15 rue Du Général De Gaulle 50300 Avranches,48.686389,-1.363606
Avrille,GLB,LBR51612,199 avenue Mendes France,,49240,Avrille,FR,199 avenue Mendes France 49240 Avrille,47.505786,-0.5886
Azay Le Rideau,GPVL,PVL01131,14 rue Carnot,,37190,Azay Le Rideau,FR,14 rue Carnot 37190 Azay Le Rideau,47.2621,0.464913
Azerables,GOC,GOC87003,36 rue Grande,,23160,Azerables,FR,36 rue Grande 23160 Azerables,46.35396,1.476067
Baccarat,GGE,GGE05412,14 rue Adrien Michaut,,54120,Baccarat,FR,14 rue Adrien Michaut 54120 Baccarat,48.448509,6.737032
Bagnac,GOC,GOC91069,7 avenue Du Quercy,,46270,Bagnac Sur Cele,FR,7 avenue Du Quercy 46270 Bagnac Sur Cele,44.665181,2.157785
Bagnères de Bigorre,GOC,GOC93007,1 rue Alsace Lorraine,,65200,Bagneres De Bigorre,FR,1 rue Alsace Lorraine 65200 Bagneres De Bigorre,43.062458,0.150008
Bagnols Sur Ceze,GMED,GSU85478,14 rue St Victor,,30200,Bagnols Sur Ceze,FR,14 rue St Victor 30200 Bagnols Sur Ceze,44.161203,4.621418
Baignes Ste Radegonde,GCA,GCA03103,rue Du Général De Gaulle,,16360,Baignes Sainte Radegonde,FR,rue Du Général De Gaulle 16360 Baignes Sainte Radegonde,45.384101,-0.236005
Baillargues,GMED,GSU85672,22 rue De La République,,34670,Baillargues,FR,22 rue De La République 34670 Baillargues,43.660098,4.013467
Bain De Bretagne,GLB,LBR37012,12 place De La Republique,,35470,Bain De Bretagne,FR,12 place De La Republique 35470 Bain De Bretagne,47.842035,-1.680387
Ballon,GCM,GCM01042,22 rue Du Général Leclerc,,72290,Ballon Saint Mars,FR,22 rue Du Général Leclerc 72290 Ballon Saint Mars,48.174393,0.235507
Balma,GOC,GOC88051,9 avenue Pierre Coupeau,,31130,Balma,FR,9 avenue Pierre Coupeau 31130 Balma,43.611142,1.498266
Bannalec,GLB,LBR31004,20 rue Nationale,,29380,Bannalec,FR,20 rue Nationale 29380 Bannalec,47.932309,-3.6968
Bar Le Duc,GGE,GGE05501,36 boulevard De La Rochelle,,55000,Bar Le Duc,FR,36 boulevard De La Rochelle 55000 Bar Le Duc,48.772515,5.162584
Baraqueville,GOC,GOC84268,273 avenue du Centre,,12160,Baraqueville,FR,273 avenue du Centre 12160 Baraqueville,44.277151,2.434124
Barbezieux,GCA,GCA03104,23 rue Rampe Des Mobiles,,16300,Barbezieux Saint Hilaire,FR,23 rue Rampe Des Mobiles 16300 Barbezieux Saint Hilaire,45.4724,-0.156481
Barcelonnette,GMED,GSU06151,11 rue Manuel,,4400,Barcelonnette,FR,11 rue Manuel 04400 Barcelonnette,44.38723,6.652609
Bardos,GOC,GOC92091,place De L'Eglise,,64520,Bardos,FR,place De L'Eglise 64520 Bardos,43.475076,-1.202572
Barr,GGE,GGE10525,2 rue De La Kirneck,,67140,Barr,FR,2 rue De La Kirneck 67140 Barr,48.40773,7.4494
Basse Goulaine,GLB,LBR46009,7 place De La Chantrie,,44115,Basse Goulaine,FR,7 place De La Chantrie 44115 Basse Goulaine,47.216073,-1.465783
Basse Terre,GAG,GAGI91100,rue Victor Hugues,Route De St-Claude,97100,Basse Terre,FR,rue Victor Hugues 97100 Basse Terre,15.995393,-61.724815
Bastia,GMED,GSU06286,605 avenue De La Libération,Le Concorde 2,20600,Bastia,FR,605 avenue De La Libération 20600 Bastia,42.680447,9.443688
Batz Sur Mer,GLB,LBR46010,19 rue Du 19 Mars 1962,,44740,Batz Sur Mer,FR,19 rue Du 19 Mars 1962 44740 Batz Sur Mer,47.277963,-2.474063
Baud,GLB,LBR58010,22 place Le Sciellour,,56150,Baud,FR,22 place Le Sciellour 56150 Baud,47.874943,-3.019487
Bauge,GLB,LBR51631,47 place Du Marche,,49150,Bauge En Anjou,FR,47 place Du Marche 49150 Bauge En Anjou,47.54298,-0.105842
Baume Les Dames,GGE,GGE02502,15 rue Félix Bougeot,,25110,Baume Les Dames,FR,15 rue Félix Bougeot 25110 Baume Les Dames,47.35133,6.362136
Bayeux,GCM,GCM00065,8 rue Alain Chartier,,14400,Bayeux,FR,8 rue Alain Chartier 14400 Bayeux,49.279064,-0.707354
Bayon,GGE,GGE05402,2 Grande Rue,,54290,Bayon,FR,2 Grande Rue 54290 Bayon,48.47608,6.313355
Bayonne,GOC,GOC92069,3 place Du Réduit,,64100,Bayonne,FR,3 place Du Réduit 64100 Bayonne,43.492746,-1.472974
Bazas,GCA,GCA03178,21 bis cour Du Général De Gaulle,,33430,Bazas,FR,21 bis cour Du Général De Gaulle 33430 Bazas,44.43177,-0.214795
Beaucaire,GMED,GSU85482,65 allée Sergius Respectus,Zac Les Milliaires,30300,Beaucaire,FR,65 allée Sergius Respectus 30300 Beaucaire,43.814425,4.614449
Beaufort En Vallee,GLB,LBR51641,7 place Jeanne De Laval,,49250,Beaufort En Anjou,FR,7 place Jeanne De Laval 49250 Beaufort En Anjou,47.439557,-0.21643
Beaugency,GPVL,PVL01351,36 place Du Martroi,,45190,Beaugency,FR,36 place Du Martroi 45190 Beaugency,47.776476,1.630565
Beaulieu,GOC,GOC86100,37 avenue Général De Gaulle,,19120,Beaulieu Sur Dordogne,FR,37 avenue Général De Gaulle 19120 Beaulieu Sur Dordogne,44.97884,1.837239
Beaumont,GCA,GCA03148,place Jean Moulin,,24440,Beaumontois En Perigord,FR,place Jean Moulin 24440 Beaumontois En Perigord,44.768999,0.767816
Beaumont de Lomagne,GOC,GOC95097,4 rue De L'Eglise,,82500,Beaumont De Lomagne,FR,4 rue De L'Eglise 82500 Beaumont De Lomagne,43.883286,0.988168
Beaumont Les Valence,GMED,GSU85871,2 allée Des Pins,,26760,Beaumont Les Valence,FR,2 allée Des Pins 26760 Beaumont Les Valence,44.865955,4.94085
Beaumont Sur Sarthe,GCM,GCM01043,place De La Libération,,72170,Beaumont Sur Sarthe,FR,place De La Libération 72170 Beaumont Sur Sarthe,48.225612,0.12849
Beaune,GGE,GGE02105,4 rue Edouard Fraysse,,21200,Beaune,FR,4 rue Edouard Fraysse 21200 Beaune,47.023404,4.835328
Beaune La Rolande,GPVL,PVL01311,1 place Du Marché,,45340,Beaune La Rolande,FR,1 place Du Marché 45340 Beaune La Rolande,48.070111,2.431608
Beaupreau,GLB,LBR51684,1 rue Du Maréchal Foch,,49600,Beaupreau En Mauges,FR,1 rue Du Maréchal Foch 49600 Beaupreau En Mauges,47.201661,-0.993471
Beausoleil,GOC,GOC95106,110 rue François Mauriac,,82000,Montauban,FR,110 rue François Mauriac 82000 Montauban,44.00857,1.377816
Beauvais Desgroux,GPVL,PVL01687,16 rue Desgroux,,60000,Beauvais,FR,16 rue Desgroux 60000 Beauvais,49.429378,2.080536
Beauvais Gambetta,GPVL,PVL01680,25-29 rue Gambetta,,60000,Beauvais,FR,25-29 rue Gambetta 60000 Beauvais,49.433098,2.084676
Beauvoir Sur Mer,GCA,GCA03264,19 Grande Place,,85230,Beauvoir Sur Mer,FR,19 Grande Place 85230 Beauvoir Sur Mer,46.913722,-2.044557
Becon Les Granits,GLB,LBR51026,2 B rue De Cande,,49370,Becon Les Granits,FR,2 B rue De Cande 49370 Becon Les Granits,47.503554,-0.801848
Bedarieux,GMED,GSU85659,8 rue De La République,,34600,Bedarieux,FR,8 rue De La République 34600 Bedarieux,43.616377,3.158118
Bedee,GLB,LBR37023,1 place De L Eglise,,35137,Bedee,FR,1 place De L Eglise 35137 Bedee,48.17981,-1.943795
Bedous,GOC,GOC92032,6 place François Sarraille,,64490,Bedous,FR,6 place François Sarraille 64490 Bedous,42.998839,-0.60049
Begard,GLB,LBR24004,14 place De L Hotel De Ville,,22140,Begard,FR,14 place De L Hotel De Ville 22140 Begard,48.62957,-3.300348
Belfort,GGE,GGE09001,13 boulevard Sadi Carnot,,90000,Belfort,FR,13 boulevard Sadi Carnot 90000 Belfort,47.638584,6.860538
Bellac,GCA,GCA03313,zone commerciale Couchets,,87300,Bellac,FR,zone commerciale Couchets 87300 Bellac,46.1209036,1.0502545
Belleme,GCM,GCM01044,13 rue Boucicault,,61130,Belleme,FR,13 rue Boucicault 61130 Belleme,48.375124,0.564417
Belves,GCA,GCA03149,10 rue Manchotte,,24170,Pays De Belves,FR,10 rue Manchotte 24170 Pays De Belves,44.776407,1.007329
Belz,GLB,LBR58013,11 rue Des Sports,,56550,Belz,FR,11 rue Des Sports 56550 Belz,47.674708,-3.171944
Benevent,GOC,GOC87064,28 avenue De La Marche,,23210,Benevent L Abbaye,FR,28 avenue De La Marche 23210 Benevent L Abbaye,46.119429,1.633018
Benfeld,GGE,GGE10343,3 rue De L'Ancienne Porte,,67230,Benfeld,FR,3 rue De L'Ancienne Porte 67230 Benfeld,48.370775,7.593163
Bergerac,GCA,GCA03150,70 rue Clairat,,24100,Bergerac,FR,70 rue Clairat 24100 Bergerac,44.84555,0.489763
Bernay,GCM,GCM00319,1 rue Du Pont De L Etang,,27300,Bernay,FR,1 rue Du Pont De L Etang 27300 Bernay,49.089467,0.592486
Besancon Chaprais,GGE,GGE02534,63 rue De Belfort,,25000,Besancon,FR,63 rue De Belfort 25000 Besancon,47.2489,6.03089
Besancon St Ferjeux,GGE,GGE02535,77 rue De Dole,,25000,Besancon,FR,77 rue De Dole 25000 Besancon,47.2299,5.99276
Bessieres,GOC,GOC88014,42 avenue Du Pont,,31660,Bessieres,FR,42 avenue Du Pont 31660 Bessieres,43.800177,1.608357
Bessines,GCA,GCA03314,12 bis avenue Du 11 Novembre,,87250,Bessines Sur Gartempe,FR,12 bis avenue Du 11 Novembre 87250 Bessines Sur Gartempe,46.110106,1.368919
Betton,GLB,LBR37024,14 avenue D'Armorique,,35830,Betton,FR,14 avenue D'Armorique 35830 Betton,48.181367,-1.638207
Beuzeville,GCM,GCM00434,1 place De La République,,27210,Beuzeville,FR,1 place De La République 27210 Beuzeville,49.345646,0.342962
Beynat,GOC,GOC86006,rue de L'Eglise,,19190,Beynat,FR,rue de L'Eglise 19190 Beynat,45.124238,1.722937
Béziers,GMED,GSU86182,45 bis avenue Voie Domitienne,,34500,Beziers,FR,45 bis avenue Voie Domitienne 34500 Beziers,43.345311,3.239749
Biars,GOC,GOC91046,1 rue Pasteur,,46130,Biars Sur Cere,FR,1 rue Pasteur 46130 Biars Sur Cere,44.927026,1.845775
Bidache,GOC,GOC92076,60 Rue des Jardins,,64520,BIDACHE,FR,60 Rue des Jardins 64520 BIDACHE,43.483788,-1.140024
Biganos,GCA,GCA18017,19 route Des Lacs,,33380,Biganos,FR,19 route Des Lacs 33380 Biganos,44.635467,-0.964462
Bihorel,GCM,GCM01437,204 route De Neufchatel,,76420,Bihorel,FR,204 route De Neufchatel 76420 Bihorel,49.458931,1.108905
Biscarrosse,GOC,GOC90008,246 avenue Alphonse Daudet,,40600,Biscarrosse,FR,246 avenue Alphonse Daudet 40600 Biscarrosse,44.395226,-1.163871
Bitche,GGE,GGE05702,9 rue Teyssier,,57230,Bitche,FR,9 rue Teyssier 57230 Bitche,49.052387,7.426194
Blagnac,GOC,GOC88046,rue Carrière,,31700,Blagnac,FR,rue Carrière 31700 Blagnac,43.635735,1.396036
Blain,GLB,LBR46015,3 B rue Schoelcher,,44130,Blain,FR,3 B rue Schoelcher 44130 Blain,47.47432,-1.761281
Blanquefort,GCA,GCA03179,2 rue Raymond Valet,,33290,Blanquefort,FR,2 rue Raymond Valet 33290 Blanquefort,44.909521,-0.633259
Blaye,GCA,GCA03180,13 cour Du Mal De Lattre De Tassigny,,33390,Blaye,FR,13 cour Du Mal De Lattre De Tassigny 33390 Blaye,45.128525,-0.662305
