name,code_region,code,address_line_1,address_line_2,postal_code,city,country,full_address,latitude,longitude
Rabastens Bigorre,GOC,GOC93024,9 rue Du Foirail,,65140,Rabastens De Bigorre,FR,9 rue Du Foirail 65140 Rabastens De Bigorre,43.388781,0.150914
Rambervillers,GGE,GGE08809,56 avenue Carnot,,88700,Rambervillers,FR,56 avenue Carnot 88700 Rambervillers,48.343197,6.634934
Rambouillet,GPVL,PVL01735,8 rue Chasles,,78120,Rambouillet,FR,8 rue Chasles 78120 Rambouillet,48.642699,1.827659
Ravine Des Cabris,GOI,GOI00141,56 rue Du Père Maitre,,97432,Saint Pierre,FR,56 rue Du Père Maitre 97432 Saint Pierre,-21.285991,55.469129
Realmont,GOC,GOC94045,5 avenue Jules Pélissier,,81120,Realmont,FR,5 avenue Jules Pélissier 81120 Realmont,43.777409,2.188281
Redon,GLB,LBR37236,24 rue Des Douves,,35600,Redon,FR,24 rue Des Douves 35600 Redon,47.650987,-2.086219
Reims Farman,GNE,GNE74165,2 rue Léon Patoux,,51100,Reims,FR,2 rue Léon Patoux 51100 Reims,49.235941,4.066004
Reims Roederer,GNE,GNE74155,12 boulevard Roederer,,51100,Reims,FR,12 boulevard Roederer 51100 Reims,49.256897,4.022796
Remalard,GCM,GCM01092,ZAC De Saint-Marc,Dorceau,61110,Remalard En Perche,FR,ZAC De Saint-Marc 61110 Remalard En Perche,48.425579,0.790122
Remilly,GGE,GGE05715,13 place Du Général De Gaulle,,57580,Remilly,FR,13 place Du Général De Gaulle 57580 Remilly,49.013458,6.394075
Remiremont,GGE,GGE08810,118 rue Charles De Gaulle,,88200,Remiremont,FR,118 rue Charles De Gaulle 88200 Remiremont,48.014876,6.595361
Remoulins,GMED,GSU85571,rue Du Moulin D'Aure,Centre Commercial,30210,Remoulins,FR,rue Du Moulin D'Aure 30210 Remoulins,43.94625,4.571756
Remuzat,GMED,GSU85962,6 Place Louis Natil,,26510,Remuzat,FR,6 Place Louis Natil 26510 Remuzat,44.412925,5.355159
Rennes Fougeres,GLB,LBR37738,156 rue De Fougeres,,35700,Rennes,FR,156 rue De Fougeres 35700 Rennes,48.123223,-1.659843
Rennes Freville,GLB,LBR37638,20 avenue Henri Freville,,35200,Rennes,FR,20 avenue Henri Freville 35200 Rennes,48.089627,-1.675246
Rennes Tronjolly,GLB,LBR37238,35 rue Tronjolly,Immeuble des 3 soleils,35200,Rennes,FR,35 rue Tronjolly 35200 Rennes,48.106346,-1.680637
Rennes Vern,GLB,LBR37538,88 rue De Vern,,35000,Rennes,FR,88 rue De Vern 35000 Rennes,48.100735,-1.690766
Requista,GOC,GOC84273,boulevard Des Vicomtes De Cadars,,12170,Requista,FR,boulevard Des Vicomtes De Cadars 12170 Requista,44.032138,2.537865
Retiers,GLB,LBR37239,24 place St Pierre,,35240,Retiers,FR,24 place St Pierre 35240 Retiers,47.913568,-1.379641
Revel,GOC,GOC88007,31 boulevard De La République,,31250,Revel,FR,31 boulevard De La République 31250 Revel,43.459227,2.002654
Revigny Sur Ornain,GGE,GGE05507,24 rue Du Géénéral De Gaulle,,55800,Revigny Sur Ornain,FR,24 rue Du Géénéral De Gaulle 55800 Revigny Sur Ornain,48.827691,4.985257
Reze,GLB,LBR46143,5 rue Victor Hugo,,44400,Reze,FR,5 rue Victor Hugo 44400 Reze,47.189101,-1.552521
Riaille,GLB,LBR46144,83 rue De L Erdre,,44440,Riaille,FR,83 rue De L Erdre 44440 Riaille,47.51727,-1.292726
Ribeauville,GGE,GGE10090,52 Grand Rue,,68150,Ribeauville,FR,52 Grand Rue 68150 Ribeauville,48.194786,7.319925
Riberac,GCA,GCA03166,18 rue Du 26 Mars,,24600,Riberac,FR,18 rue Du 26 Mars 24600 Riberac,45.248675,0.339901
Rieumes,GOC,GOC88064,6 place Des Marchands,,31370,Rieumes,FR,6 place Des Marchands 31370 Rieumes,43.412317,1.120169
Rieupeyroux,GOC,GOC84293,34 avenue du Ségala,,12240,Rieupeyroux,FR,34 avenue du Ségala 12240 Rieupeyroux,44.306552,2.245747
Rieux Minervois,GMED,GSU85423,8 avenue Georges Clémenceau,,11160,Rieux Minervois,FR,8 avenue Georges Clémenceau 11160 Rieux Minervois,43.283061,2.577319
Riez,GMED,GSU06089,2 place Maxime Javelly,,4500,Riez,FR,2 place Maxime Javelly 04500 Riez,43.817257,6.091956
Rignac,GOC,GOC84266,place Imbert,,12390,Rignac,FR,place Imbert 12390 Rignac,44.407562,2.28987
Riom Es Montagnes,GOC,GOC85153,12 avenue de la République,,15400,Riom Es Montagnes,FR,12 avenue de la République 15400 Riom Es Montagnes,45.281687,2.658108
Rioz,GGE,GGE07014,52 rue Du Général De Gaulle,,70190,Rioz,FR,52 rue Du Général De Gaulle 70190 Rioz,47.424507,6.069435
Riscle,GOC,GOC89041,avenue De L'Adour,,32400,Riscle,FR,avenue De L'Adour 32400 Riscle,43.658794,-0.086157
Rivesaltes,GMED,GSU86294,4 place Maréchal Joffre,,66600,Rivesaltes,FR,4 place Maréchal Joffre 66600 Rivesaltes,42.768858,2.871502
Rivière Salée,GAG,GAGI92015,8 rue Nelson Mandela,,97215,Riviere Salee,FR,8 rue Nelson Mandela 97215 Riviere Salee,14.529208,-60.982094
Rochefort,GCA,GCA03140,1 avenue Lafayette,,17300,Rochefort,FR,1 avenue Lafayette 17300 Rochefort,45.948667,-0.967238
Rohan,GLB,LBR58235,12 rue Du Cuir Vert,,56580,Rohan,FR,12 rue Du Cuir Vert 56580 Rohan,48.068745,-2.752515
Romans,GMED,GSU85967,15 place Jean Jaurès,,26100,Romans Sur Isere,FR,15 place Jean Jaurès 26100 Romans Sur Isere,45.045262,5.054784
Romille,GLB,LBR37245,13 place De L Eglise,,35850,Romille,FR,13 place De L Eglise 35850 Romille,48.216107,-1.892125
Romorantin-Mennetou,GPVL,PVL01257,4 bis avenue Du Mal De Lattre De Tassigny,,41200,Romorantin Lanthenay,FR,4 bis avenue Du Mal De Lattre De Tassigny 41200 Romorantin Lanthenay,47.36118,1.744375
Roquefort,GOC,GOC90109,21 place Gambetta,,40120,Roquefort,FR,21 place Gambetta 40120 Roquefort,44.034343,-0.322105
Roscoff,GLB,LBR31239,20 rue Amiral Reveillere,,29680,Roscoff,FR,20 rue Amiral Reveillere 29680 Roscoff,48.72608,-3.983994
Rosières,GMED,GSU90061,40 Traverse des Vernades,,7260,Rosieres,FR,40 Traverse des Vernades 07260 Rosieres,44.482641,4.265434
Rosieres En Santerre,GPVL,PVL01816,32 rue Jean Jaurès,,80170,Rosieres En Santerre,FR,32 rue Jean Jaurès 80170 Rosieres En Santerre,49.814507,2.703956
Rosporden,GLB,LBR31241,1 place De Verdun,,29140,Rosporden,FR,1 place De Verdun 29140 Rosporden,47.95844,-3.828703
Rostrenen,GLB,LBR24266,5-7 rue Gambetta,,22110,Rostrenen,FR,5-7 rue Gambetta 22110 Rostrenen,48.237601,-3.318888
Rouen Saint Sever,GCM,GCM00772,41 rue St Sever,,76100,Rouen,FR,41 rue St Sever 76100 Rouen,49.43371,1.088709
Rouen Thiers,GCM,GCM00771,17 rue Jean Lecanuet,,76000,Rouen,FR,17 rue Jean Lecanuet 76000 Rouen,49.443839,1.096303
Rouffach,GGE,GGE10097,21 rue Du Maréchal Lefebvre,,68250,Rouffach,FR,21 rue Du Maréchal Lefebvre 68250 Rouffach,47.957349,7.300684
Roujan,GMED,GSU85789,1 rue Des Abournières,,34320,Roujan,FR,1 rue Des Abournières 34320 Roujan,43.503366,3.312597
Royan,GCA,GCA03141,34 boulevard Aristide Briand,,17200,Royan,FR,34 boulevard Aristide Briand 17200 Royan,45.625662,-1.029996
Roye,GPVL,PVL01818,2 rue De L'Hôpital Bernard,,80700,Roye,FR,2 rue De L'Hôpital Bernard 80700 Roye,49.697794,2.791463
Rozay,GPVL,PVL01723,17 rue De Rome,,77540,Rozay En Brie,FR,17 rue De Rome 77540 Rozay En Brie,48.682926,2.958023
Rue,GPVL,PVL01817,15 place Du Général Leclerc,,80120,Rue,FR,15 place Du Général Leclerc 80120 Rue,50.272406,1.668423
Ruffec,GCA,GCA03118,29 avenue Du Maréchal Leclerc,,16700,Ruffec,FR,29 avenue Du Maréchal Leclerc 16700 Ruffec,46.027276,0.197363
Ruoms,GMED,GSU86101,zone artisanale De L'Arzalier,,7120,Ruoms,FR,zone artisanale De L'Arzalier 07120 Ruoms,44.44235,4.348793
Sable,GCM,GCM01093,34 place Raphael Elize,,72300,Sable Sur Sarthe,FR,34 place Raphael Elize 72300 Sable Sur Sarthe,47.839812,-0.333283
Saint Agrève,GMED,GSU86103,12 place De Verdun,,7320,Saint Agreve,FR,12 place De Verdun 07320 Saint Agreve,45.010078,4.395557
Saint Aignan,GPVL,PVL01258,53 Rue Constant Ragot,,41110,Saint Aignan,FR,53 Rue Constant Ragot 41110 Saint Aignan,47.268893,1.374036
Saint Ambroix,GMED,GSU85576,31 boulevard Portalet,,30500,Saint Ambroix,FR,31 boulevard Portalet 30500 Saint Ambroix,44.260642,4.198127
Saint Andre De L Eure,GCM,GCM00240,4 rue De Pacy,,27220,Saint Andre De L Eure,FR,4 rue De Pacy 27220 Saint Andre De L Eure,48.908136,1.275514
Saint André Les Alpes,GMED,GSU06091,avenue De La Gare,,4170,Saint Andre Les Alpes,FR,avenue De La Gare 04170 Saint Andre Les Alpes,43.968032,6.508524
Saint Bonnet en Champsaur,GMED,GSU06194,11 place Grenette,,5500,Saint Bonnet En Champsaur,FR,11 place Grenette 05500 Saint Bonnet En Champsaur,44.68293,6.074892
Saint Calais,GCM,GCM01095,6 place De L'Hôtel De Ville,,72120,Saint Calais,FR,6 place De L'Hôtel De Ville 72120 Saint Calais,47.92037,0.74385
Saint Chinian,GMED,GSU85796,16 Grand Rue,,34360,Saint Chinian,FR,16 Grand Rue 34360 Saint Chinian,43.421172,2.947107
Saint Cyprien,GOC,GOC84080,25 route Du Moulin,Saint-Cyprien Sur Dourdou,12320,Conques En Rouergue,FR,25 route Du Moulin 12320 Conques En Rouergue,44.548964,2.410792
Saint Cyr,GMED,GSU06348,boulevard Jean Jaurès,Les Arcades,83270,Saint Cyr Sur Mer,FR,boulevard Jean Jaurès 83270 Saint Cyr Sur Mer,43.182087,5.71076
Saint Florentin,GPVL,PVL01453,2 place Des Fontaines,,89600,Saint Florentin,FR,2 place Des Fontaines 89600 Saint Florentin,48.001113,3.729469
Saint François,GAG,GAGI91118,quartier Dubedou - Loyette,,97118,Saint Francois,FR,quartier Dubedou - Loyette 97118 Saint Francois,16.29398,-61.288149
Saint Germain En Laye,GPVL,PVL01730,35 rue De Pologne,,78100,Saint Germain En Laye,FR,35 rue De Pologne 78100 Saint Germain En Laye,48.897371,2.089425
Saint Jean De Daye,GCM,GCM00510,place De La Mairie,,50620,Saint Jean De Daye,FR,place De La Mairie 50620 Saint Jean De Daye,49.228465,-1.137994
Saint Just En Chaussée,GPVL,PVL01688,2 rue De Beauvais,,60130,Saint Just En Chaussee,FR,2 rue De Beauvais 60130 Saint Just En Chaussee,49.506615,2.433095
Saint Laurent,GAG,GAGI93092,26 rue Thiers,,97320,Saint Laurent Du Maroni,FR,26 rue Thiers 97320 Saint Laurent Du Maroni,5.498976,-54.029692
Saint Laurent Du Var,GMED,GSU06212,11 avenue Pignatieres,,6700,Saint Laurent Du Var,FR,11 avenue Pignatieres 06700 Saint Laurent Du Var,43.673844,7.190285
Saint Lo,GCM,GCM00447,70 rue Du Neufbourg,,50000,Saint Lo,FR,70 rue Du Neufbourg 50000 Saint Lo,49.115551,-1.084954
Saint Mathieu de Tréviers,GMED,GSU85811,3 allée Terra Via,,34270,Saint Mathieu De Treviers,FR,3 allée Terra Via 34270 Saint Mathieu De Treviers,43.766653,3.86741
Saint Maximin,GMED,GSU06341,5 place Malherbe,,83470,Saint Maximin La Sainte Baume,FR,5 place Malherbe 83470 Saint Maximin La Sainte Baume,43.453818,5.860128
Saint Pee Sur Nivelle,GOC,GOC92127,365 Route de Saint Jean de Luz,ESPACE IBARRONDOAN,64310,Saint Pée sur Nivelle,FR,365 Route de Saint Jean de Luz 64310 Saint Pée sur Nivelle,43.356073,-1.563706
Saint Pierre,GAG,GAGI92050,rue Caylus,,97250,Saint Pierre,FR,rue Caylus 97250 Saint Pierre,14.742645,-61.175529
Saint Pierre Eglise,GCM,GCM00382,rue Du Pavillon,Zone Commerciale Le Ronceret,50330,Saint Pierre Eglise,FR,rue Du Pavillon 50330 Saint Pierre Eglise,49.661318,-1.406939
Saint Pierre en Auge,GCM,GCM00107,26 rue De Falaise,,14170,Saint Pierre En Auge,FR,26 rue De Falaise 14170 Saint Pierre En Auge,49.019421,-0.032217
Saint Rémy De Provence,GMED,GSU06237,35 avenue De La Libération,,13210,Saint Remy De Provence,FR,35 avenue De La Libération 13210 Saint Remy De Provence,43.788719,4.835575
Saint Romain de Colbosc,GCM,GCM00263,3 avenue Du General De Gaulle,,76430,Saint Romain De Colbosc,FR,3 avenue Du General De Gaulle 76430 Saint Romain De Colbosc,49.526414,0.362279
Saint Sever,GOC,GOC90063,36 rue Lafayette,,40500,Saint Sever,FR,36 rue Lafayette 40500 Saint Sever,43.760733,-0.57421
Saint-Cyr Sur Loire,GPVL,PVL01113,99 boulevard Charles De Gaulle,,37540,Saint Cyr Sur Loire,FR,99 boulevard Charles De Gaulle 37540 Saint Cyr Sur Loire,47.413147,0.672178
SAINTE MARIE,GAG,GAGI92030,ZA Belle Etoile,,97230,Sainte-Marie,FR,ZA Belle Etoile 97230  Sainte-Marie,14.774942,-60.986817
Sainte Maure,GPVL,PVL01137,57 avenue Du Général De Gaulle,,37800,Sainte Maure De Touraine,FR,57 avenue Du Général De Gaulle 37800 Sainte Maure De Touraine,47.111596,0.616218
Sainte Mere Eglise,GCM,GCM00658,13 rue Cap De Laine,,50480,Sainte Mere Eglise,FR,13 rue Cap De Laine 50480 Sainte Mere Eglise,49.409625,-1.318577
Sainte Rose,GAG,GAGI91129,15 ZAC De Noliver,,97115,Sainte Rose,FR,15 ZAC De Noliver 97115 Sainte Rose,16.297666,-61.668376
Saintes,GCA,GCA03142,93 cours Du Maréchal Leclerc,,17100,Saintes,FR,93 cours Du Maréchal Leclerc 17100 Saintes,45.753469,-0.653856
Salbris,GPVL,PVL01259,28 boulevard De La République,,41300,Salbris,FR,28 boulevard De La République 41300 Salbris,47.42603,2.052851
Salies De Bearn,GOC,GOC92016,place De La Trompe,,64270,Salies De Bearn,FR,place De La Trompe 64270 Salies De Bearn,43.471434,-0.92483
Salies Du Salat,GOC,GOC88038,29 a boulevard Jean Jaurès,,31260,Salies Du Salat,FR,29 a boulevard Jean Jaurès 31260 Salies Du Salat,43.103437,0.959661
Salignac,GCA,GCA03167,place Du Champ De Mars,,24590,Salignac Eyvigues,FR,place Du Champ De Mars 24590 Salignac Eyvigues,44.973944,1.32223
Salins Les Bains,GGE,GGE03920,82 rue De La République,,39110,Salins Les Bains,FR,82 rue De La République 39110 Salins Les Bains,46.933744,5.877779
Salles Curan,GOC,GOC84153,rue Del Peyral,,12410,Salles Curan,FR,rue Del Peyral 12410 Salles Curan,44.182453,2.787634
Salon de Provence,GMED,GSU06252,245 place Morgan,,13300,Salon De Provence,FR,245 place Morgan 13300 Salon De Provence,43.638984,5.093857
Samatan,GOC,GOC89054,6 place Des Cordeliers,,32130,Samatan,FR,6 place Des Cordeliers 32130 Samatan,43.490598,0.929671
Sannois,GPVL,PVL01742,51 boulevard Charles De Gaulle,,95110,Sannois,FR,51 boulevard Charles De Gaulle 95110 Sannois,48.971278,2.257759
Saone,GGE,GGE02532,3 rue De La Mairie,,25660,Saone,FR,3 rue De La Mairie 25660 Saone,47.227,6.11534
Saramon,GOC,GOC89006,route De Lombez,,32450,Saramon,FR,route De Lombez 32450 Saramon,43.522848,0.76606
Sarlat,GCA,GCA03168,7 Avenue de Madrazes,,24200,Sarlat La Caneda,FR,7 Avenue de Madrazes 24200 Sarlat La Caneda,44.87983,1.22232
Sarre Union,GGE,GGE10076,17 rue De Phalsbourg,,67260,Sarre Union,FR,17 rue De Phalsbourg 67260 Sarre Union,48.938226,7.087117
Sarrebourg,GGE,GGE05718,10 rue De La Gare,,57400,Sarrebourg,FR,10 rue De La Gare 57400 Sarrebourg,48.737081,7.052655
Sarreguemines,GGE,GGE05719,30 rue De L'Eglise,,57200,Sarreguemines,FR,30 rue De L'Eglise 57200 Sarreguemines,49.112256,7.067082
Sarrians,GMED,GSU85267,120 boulevard Albin Durand,,84260,Sarrians,FR,120 boulevard Albin Durand 84260 Sarrians,44.083882,4.969987
Sartene,GMED,GSU06292,avenue Hyacinthe Quilichini,Résidence 2,20100,Sartene,FR,avenue Hyacinthe Quilichini 20100 Sartene,41.61754,8.974679
Sartilly,GCM,GCM00506,56 Grande Rue,,50530,Sartilly Baie Bocage,FR,56 Grande Rue 50530 Sartilly Baie Bocage,48.752293,-1.456546
Sarzeau,GLB,LBR58240,2 place Rene Lesage,,56370,Sarzeau,FR,2 place Rene Lesage 56370 Sarzeau,47.527701,-2.767748
Saujon,GCA,GCA03143,10 rue Carnot,,17600,Saujon,FR,10 rue Carnot 17600 Saujon,45.675296,-0.924737
Saulieu,GGE,GGE02135,40 rue Du Marché,,21210,Saulieu,FR,40 rue Du Marché 21210 Saulieu,47.278536,4.23009
Sault,GMED,GSU85268,avenue De La Résistance,,84390,Sault,FR,avenue De La Résistance 84390 Sault,44.092056,5.409318
Saumur,GLB,LBR51651,49 rue Dacier,,49400,Saumur,FR,49 rue Dacier 49400 Saumur,47.259305,-0.078178
Sauveterre de Bearn,GOC,GOC92079,rue Saint André,,64390,Sauveterre De Bearn,FR,rue Saint André 64390 Sauveterre De Bearn,43.398976,-0.938985
Sauveterre de Guyenne,GCA,GCA03204,13 place De La République,,33540,Sauveterre De Guyenne,FR,13 place De La République 33540 Sauveterre De Guyenne,44.693028,-0.08593
Savenay,GLB,LBR46195,13 bis rue De Nantes,,44260,Savenay,FR,13 bis rue De Nantes 44260 Savenay,47.360573,-1.942512
Saverdun,GOC,GOC83001,29 Grand Rue,,9700,Saverdun,FR,29 Grand Rue 09700 Saverdun,43.233918,1.575645
Saverne,GGE,GGE10066,1 rue Du Moulin,,67700,Saverne,FR,1 rue Du Moulin 67700 Saverne,48.743533,7.361061
Savigne L Eveque,GCM,GCM01096,5 ZAC De L'Épine,,72460,Savigne L Eveque,FR,5 ZAC De L'Épine 72460 Savigne L Eveque,48.063513,0.282707
Scaer,GLB,LBR31274,3 place Victor Hugo,,29390,Scaer,FR,3 place Victor Hugo 29390 Scaer,48.026186,-3.701834
Schiltigheim Siège,GGE,GGE10088,101 route De Hausbergen,,67300,Schiltigheim,FR,101 route De Hausbergen 67300 Schiltigheim,48.607806,7.718765
Schirmeck,GGE,GGE10085,108 Grand Rue,,67130,Schirmeck,FR,108 Grand Rue 67130 Schirmeck,48.478062,7.217969
Schoelcher Caraïbes,GAG,GAGI82353,centre D'Affaire Kalysta,Anse Gouraud,97233,Schoelcher,FR,centre D'Affaire Kalysta 97233 Schoelcher,14.634847,-61.09756
Secondigny,GCA,GCA03258,17 place Du Marché,,79130,Secondigny,FR,17 place Du Marché 79130 Secondigny,46.61018,-0.419692
Sederon,GMED,GSU85995,Le Village,,26560,Sederon,FR,Le Village 26560 Sederon,44.201346,5.541289
Sees,GCM,GCM01097,17 place Du Général De Gaulle,,61500,Sees,FR,17 place Du Général De Gaulle 61500 Sees,48.605074,0.171638
Segre,GLB,LBR51621,26-28 rue Victor Hugo,,49500,Segre En Anjou Bleu,FR,26-28 rue Victor Hugo 49500 Segre En Anjou Bleu,47.685616,-0.872558
Seiches Sur Le Loir,GLB,LBR51633,22 rue Pasteur,,49140,Seiches Sur Le Loir,FR,22 rue Pasteur 49140 Seiches Sur Le Loir,47.573069,-0.356835
Seilhac,GOC,GOC86113,38 route Nationale,,19700,Seilhac,FR,38 route Nationale 19700 Seilhac,45.366565,1.717654
Selestat,GGE,GGE10091,47 avenue Du Président Poincaré,,67600,Selestat,FR,47 avenue Du Président Poincaré 67600 Selestat,48.257516,7.452382
Selles Sur Cher,GPVL,PVL01260,12 rue Porte Grosset,,41130,Selles Sur Cher,FR,12 rue Porte Grosset 41130 Selles Sur Cher,47.275046,1.55523
Seltz,GGE,GGE10079,17 rue Principale,,67470,Seltz,FR,17 rue Principale 67470 Seltz,48.894287,8.10759
Semur En Auxois,GGE,GGE02137,6 rue De La Liberté,,21140,Semur En Auxois,FR,6 rue De La Liberté 21140 Semur En Auxois,47.491391,4.334101
Sene Le Poulfanc,GLB,LBR58700,32 rue Des Vosges,ZAC de Poulfanc,56860,Sene,FR,32 rue Des Vosges 56860 Sene,47.650907,-2.72224
Senlis,GPVL,PVL01612,86 rue De La République,,60300,Senlis,FR,86 rue De La République 60300 Senlis,49.204896,2.587412
Senonches,GCM,GCM01117,24 place Des Halles,,28250,Senonches,FR,24 place Des Halles 28250 Senonches,48.560049,1.037939
Sens,GPVL,PVL01412,5 boulevard Du Mail,,89100,Sens,FR,5 boulevard Du Mail 89100 Sens,48.199612,3.284881
Sens De Bretagne,GLB,LBR37326,place De La Mairie,,35490,Sens De Bretagne,FR,place De La Mairie 35490 Sens De Bretagne,48.332616,-1.535454
Serignan,GMED,GSU85824,148 bis avenue De La Plage,,34410,Serignan,FR,148 bis avenue De La Plage 34410 Serignan,43.279981,3.28146
Serres,GMED,GSU06136,3 place De La Liberté,,5700,Serres,FR,3 place De La Liberté 05700 Serres,44.429322,5.716828
Serres Castet,GOC,GOC92055,rond point De L'Aéroport,,64121,Serres Castet,FR,rond point De L'Aéroport 64121 Serres Castet,43.381601,-0.334893
Sète,GMED,GSU86537,14 avenue Victor Hugo,,34200,Sete,FR,14 avenue Victor Hugo 34200 Sete,43.40801,3.698459
Séverac le Château,GOC,GOC84134,1 rue Emile Connes,,12150,Severac D Aveyron,FR,1 rue Emile Connes 12150 Severac D Aveyron,44.324883,3.058746
Seyne Les Alpes,GMED,GSU06095,place D'Armes,,4140,Seyne,FR,place D'Armes 04140 Seyne,44.352504,6.356503
Sierck Les Bains,GGE,GGE05720,10 place du Marché,,57480,Sierck Les Bains,FR,10 place du Marché 57480 Sierck Les Bains,49.442748,6.360975
Sigean,GMED,GSU85442,avenue De Perpignan,,11130,Sigean,FR,avenue De Perpignan 11130 Sigean,43.028444,2.978547
Sisteron,GMED,GSU06127,32 avenue Jean Moulin,,4200,Sisteron,FR,32 avenue Jean Moulin 04200 Sisteron,44.195083,5.941673
Six Fours,GMED,GSU06349,avenue De Lattre De Tassigny,,83140,Six Fours Les Plages,FR,avenue De Lattre De Tassigny 83140 Six Fours Les Plages,43.09341,5.844455
Sizun,GLB,LBR31277,17 rue De L'Argoat,,29450,Sizun,FR,17 rue De L'Argoat 29450 Sizun,48.405761,-4.076981
Sombernon,GGE,GGE02139,17 rue Du Vieux Château,,21540,Sombernon,FR,17 rue Du Vieux Château 21540 Sombernon,47.307319,4.706409
Sommières,GMED,GSU85620,route De Saussines,,30250,Sommieres,FR,route De Saussines 30250 Sommieres,43.781338,4.085689
Songeons,GPVL,PVL01683,2 rue Du Maréchal De Boufflers,,60380,Songeons,FR,2 rue Du Maréchal De Boufflers 60380 Songeons,49.549031,1.853631
Souillac,GOC,GOC91162,109 avenue de Toulouse,,46200,Souillac,FR,109 avenue de Toulouse 46200 Souillac,44.892954,1.480038
Soultz Sous Forets,GGE,GGE10080,30 rue Du Docteur Deutsch,,67250,Soultz Sous Forets,FR,30 rue Du Docteur Deutsch 67250 Soultz Sous Forets,48.936803,7.884268
Soumoulou,GOC,GOC92037,20 avenue Las Bordes,,64420,Soumoulou,FR,20 avenue Las Bordes 64420 Soumoulou,43.265996,-0.187382
Soursac,GOC,GOC86036,73 Grand'Rue,,19550,Soursac,FR,73 Grand'Rue 19550 Soursac,45.275127,2.202333
Soustons,GOC,GOC90010,allée De La Cantère,Résidence Marronniers - Bât. B,40140,Soustons,FR,allée De La Cantère 40140 Soustons,43.755138,-1.328124
St Affrique,GOC,GOC84277,33 boulevard de Verdun,,12400,Saint Affrique,FR,33 boulevard de Verdun 12400 Saint Affrique,43.957665,2.881134
St Amans des Cots,GOC,GOC84088,place du Bourg,,12460,Saint Amans Des Cots,FR,place du Bourg 12460 Saint Amans Des Cots,44.684372,2.665352
St Amour,GGE,GGE03917,3 boulevard Georges Clémenceau,,39160,Saint Amour,FR,3 boulevard Georges Clémenceau 39160 Saint Amour,46.435806,5.342914
St Andre,GOI,GOI00067,3 Centre Commercial,,97440,Saint Andre,FR,3 Centre Commercial 97440 Saint Andre,-20.96205,55.651996
St André de Cubzac,GCA,GCA03205,10 allée Champ De Foire,,33240,Saint Andre De Cubzac,FR,10 allée Champ De Foire 33240 Saint Andre De Cubzac,44.99608,-0.444586
St Antonin,GOC,GOC95112,46 avenue Du Dr Benet,,82140,Saint Antonin Noble Val,FR,46 avenue Du Dr Benet 82140 Saint Antonin Noble Val,44.1529,1.756341
St Aubin D Aubigne,GLB,LBR37251,14 rue D Antrain,,35250,Saint Aubin D Aubigne,FR,14 rue D Antrain 35250 Saint Aubin D Aubigne,48.262497,-1.606511
St Aubin Du Cormier,GLB,LBR37253,4 rue De La Liberation,,35140,Saint Aubin Du Cormier,FR,4 rue De La Liberation 35140 Saint Aubin Du Cormier,48.260607,-1.399577
St Ave,GLB,LBR58206,place François Mitterrand,,56890,Saint Ave,FR,place François Mitterrand 56890 Saint Ave,47.690611,-2.736646
St Avold,GGE,GGE05716,35 rue Des Américains,,57500,Saint Avold,FR,35 rue Des Américains 57500 Saint Avold,49.104576,6.708061
St Barthelemy D Anjou,GLB,LBR51614,centre commercial Jean Jaures,,49124,Saint Barthelemy D Anjou,FR,centre commercial Jean Jaures 49124 Saint Barthelemy D Anjou,47.466413,-0.493511
St Benoit,GOI,GOI00068,18 avenue Jean Jaures,,97470,Saint Benoit,FR,18 avenue Jean Jaures 97470 Saint Benoit,-21.038294,55.717531
St Benoît du Sault,GCA,GCA03404,10 rue Grande,,36170,Saint Benoit Du Sault,FR,10 rue Grande 36170 Saint Benoit Du Sault,46.440854,1.390651
St Brice En Cogles,GLB,LBR37257,7 rue Joseph Tronchot,St Brice En Cogles,35460,Maen Roch,FR,7 rue Joseph Tronchot 35460 Maen Roch,48.410743,-1.366309
St Brieuc Clemenceau,GLB,LBR24278,4 boulevard Clemenceau,,22000,Saint Brieuc,FR,4 boulevard Clemenceau 22000 Saint Brieuc,48.510307,-2.759627
St Brieuc Paris,GLB,LBR24478,3 Rue de Paris,,22000,Saint Brieuc,FR,3 Rue de Paris 22000 Saint Brieuc,48.505716,-2.744899
St Céré,GOC,GOC91161,7 place De La République,,46400,Saint Cere,FR,7 place De La République 46400 Saint Cere,44.859111,1.891547
St Chely,GOC,GOC84284,place Foirail,,48200,Saint Chely D Apcher,FR,place Foirail 48200 Saint Chely D Apcher,44.803507,3.276151
St Clar,GOC,GOC89018,18 rue Du 8 Mai,,32380,Saint Clar,FR,18 rue Du 8 Mai 32380 Saint Clar,43.891153,0.768677
St Claude,GGE,GGE03918,17 rue Du Pré,,39200,Saint Claude,FR,17 rue Du Pré 39200 Saint Claude,46.388527,5.86426
St Clément,GOC,GOC86064,8 route des Monédières,,19700,Saint Clement,FR,8 route des Monédières 19700 Saint Clement,45.342612,1.686172
St Denis,GOI,GOI00069,46 rue Labourdonnais,,97400,Saint Denis,FR,46 rue Labourdonnais 97400 Saint Denis,-20.875692,55.451811
St Die,GGE,GGE08811,4 rue Pastourelle,,88100,Saint Die Des Vosges,FR,4 rue Pastourelle 88100 Saint Die Des Vosges,48.285707,6.95045
St Dionisy,GMED,GSU86578,centre commercial Casino,,30980,Saint Dionisy,FR,centre commercial Casino 30980 Saint Dionisy,43.806483,4.230077
